,predicted_label,label,model correct
11932,0,0,True
10931,1,0,False
18975,1,1,True
9627,1,0,False
23705,1,1,True
24955,1,1,True
9744,0,0,True
14363,1,1,True
15368,1,1,True
5644,1,0,False
5760,1,0,False
18588,1,1,True
22585,0,1,False
3696,0,0,True
7133,1,0,False
21768,1,1,True
948,0,0,True
551,1,0,False
5010,1,0,False
4911,1,0,False
9695,1,0,False
4932,1,0,False
7139,0,0,True
3776,0,0,True
14817,0,1,False
24243,0,1,False
22917,1,1,True
10335,0,0,True
24224,0,1,False
4085,1,0,False
15358,0,1,False
12889,0,1,False
24313,1,1,True
3112,0,0,True
23862,0,1,False
16522,1,1,True
22522,1,1,True
5709,1,0,False
15698,1,1,True
23808,1,1,True
20306,1,1,True
13065,1,1,True
248,1,0,False
6067,1,0,False
12894,0,1,False
7848,1,0,False
19947,0,1,False
15036,0,1,False
24815,0,1,False
18000,1,1,True
24282,1,1,True
9685,1,0,False
17366,0,1,False
76,0,0,True
1708,0,0,True
21438,1,1,True
4061,1,0,False
5303,0,0,True
8748,0,0,True
12416,1,0,False
16476,0,1,False
4662,0,0,True
16057,0,1,False
4883,1,0,False
8065,1,0,False
10655,1,0,False
21094,1,1,True
3760,0,0,True
17182,0,1,False
7177,1,0,False
11176,0,0,True
2615,1,0,False
19927,0,1,False
746,1,0,False
7603,1,0,False
2929,1,0,False
4683,0,0,True
13681,1,0,False
10562,0,1,False
8375,1,0,False
18715,1,1,True
11096,0,0,True
19383,1,1,True
20760,0,1,False
8818,0,0,True
12616,0,1,False
22442,1,1,True
5731,1,0,False
5814,0,0,True
21840,1,1,True
3007,1,0,False
22365,0,1,False
11854,0,0,True
3536,0,0,True
6340,0,0,True
23764,1,1,True
20949,0,1,False
1982,1,0,False
12528,0,1,False
17996,0,1,False
7768,0,0,True
19234,1,1,True
5728,1,0,False
14571,0,1,False
7,1,0,False
2893,1,0,False
12959,0,1,False
17205,1,1,True
13597,1,1,True
23248,1,1,True
17885,1,1,True
3394,0,0,True
2820,1,0,False
24010,0,1,False
14849,1,1,True
14930,0,1,False
20329,1,1,True
19752,0,1,False
7901,0,0,True
18326,1,1,True
6603,1,0,False
10143,1,0,False
2111,1,0,False
2412,1,0,False
18463,0,1,False
7076,1,0,False
15543,1,1,True
2590,0,0,True
2632,0,0,True
22495,1,1,True
20791,1,1,True
18556,1,1,True
15431,0,1,False
12826,0,1,False
22931,0,1,False
24883,0,1,False
2979,1,0,False
11313,1,0,False
9407,1,0,False
17418,0,1,False
11156,1,0,False
8068,0,0,True
24430,1,1,True
21059,0,1,False
14630,1,1,True
23246,1,1,True
3390,0,0,True
3344,1,0,False
6150,1,0,False
8315,1,0,False
13646,0,1,False
10187,1,0,False
14935,0,1,False
1375,0,0,True
17180,0,1,False
7281,0,0,True
15959,0,1,False
24895,0,1,False
18607,1,1,True
24628,0,1,False
408,1,0,False
16138,0,1,False
5577,1,0,False
10115,0,0,True
9156,0,0,True
3882,1,0,False
15854,0,1,False
12103,0,0,True
12300,0,0,True
11525,0,0,True
9047,0,0,True
2850,1,0,False
7069,1,0,False
20239,1,1,True
8450,0,0,True
9110,1,0,False
21512,0,1,False
16681,0,1,False
21736,1,1,True
23199,1,1,True
10770,0,0,True
21189,0,1,False
7452,1,0,False
3309,0,0,True
763,1,0,False
6335,1,0,False
23479,0,1,False
4278,1,0,False
18811,0,1,False
24587,0,1,False
1845,1,0,False
7555,1,0,False
13839,1,1,True
5887,0,0,True
9232,0,0,True
20253,1,0,False
14317,1,0,False
22608,1,0,False
20187,0,1,False
15613,0,1,False
5893,1,0,False
3254,0,0,True
15862,1,1,True
5100,0,0,True
6680,0,0,True
10330,1,0,False
17952,0,1,False
23104,1,1,True
12801,0,1,False
4586,0,0,True
3240,0,0,True
15064,0,1,False
11721,1,0,False
1683,0,0,True
3913,0,0,True
21450,0,1,False
11576,1,0,False
13804,0,1,False
8163,0,0,True
3382,1,0,False
3849,0,0,True
13128,0,1,False
7234,0,0,True
16535,0,1,False
22386,0,1,False
23517,0,1,False
1353,0,0,True
648,1,0,False
5601,0,0,True
13532,1,1,True
2978,0,0,True
16334,1,1,True
441,0,0,True
18652,1,1,True
9228,0,0,True
21777,0,1,False
4642,1,0,False
17862,0,1,False
607,0,0,True
1710,1,0,False
23586,1,1,True
7181,1,0,False
7633,1,0,False
23999,1,1,True
5188,0,0,True
2714,1,0,False
17811,0,1,False
10907,0,0,True
18106,1,1,True
15235,0,1,False
12295,0,0,True
4924,1,0,False
4815,0,0,True
11249,0,0,True
10527,0,0,True
23365,1,1,True
24526,1,1,True
13426,0,1,False
12631,0,1,False
10879,1,0,False
17597,1,1,True
7302,1,0,False
18021,1,1,True
21482,0,1,False
20288,1,1,True
19212,1,1,True
10957,0,0,True
3002,0,0,True
7675,0,0,True
4153,0,0,True
7730,1,0,False
848,0,0,True
10097,0,0,True
1899,1,0,False
16382,0,1,False
1596,1,0,False
8786,1,0,False
14721,1,1,True
10642,0,0,True
4808,1,0,False
19460,0,1,False
903,1,0,False
7925,1,0,False
8069,0,0,True
13697,0,1,False
11296,0,0,True
19724,0,1,False
12320,0,0,True
71,1,0,False
5761,0,0,True
5845,0,0,True
8230,0,0,True
1111,0,0,True
2849,0,0,True
22194,1,1,True
2288,0,0,True
1504,1,0,False
11790,1,0,False
21307,0,1,False
21302,0,1,False
4301,1,0,False
9168,0,0,True
21803,0,1,False
2372,0,0,True
16704,0,1,False
14312,0,1,False
17144,0,1,False
22055,1,1,True
19197,1,1,True
12256,1,0,False
14430,1,1,True
725,0,0,True
14015,1,1,True
12483,0,0,True
3650,1,0,False
22667,0,1,False
308,0,0,True
20053,1,1,True
6675,1,0,False
9198,0,0,True
13505,0,1,False
15749,1,1,True
23386,1,1,True
12012,1,0,False
517,1,0,False
20906,0,1,False
7215,0,0,True
10768,1,0,False
10665,0,0,True
613,1,0,False
6038,0,0,True
12069,0,0,True
20161,1,1,True
5955,0,0,True
20309,0,1,False
16877,0,1,False
11230,1,0,False
19462,0,1,False
15932,0,1,False
12864,0,1,False
23583,0,1,False
20990,1,1,True
11848,1,0,False
14920,0,1,False
19809,0,1,False
22820,0,1,False
6659,0,0,True
8393,1,0,False
5491,1,0,False
17530,0,1,False
5329,0,0,True
7252,0,0,True
16181,0,1,False
20841,0,1,False
19290,1,1,True
14693,0,1,False
22202,0,1,False
15201,1,1,True
10791,0,0,True
9661,0,0,True
16444,1,1,True
18644,1,1,True
19803,0,1,False
11765,0,0,True
10461,0,0,True
1878,1,0,False
13571,1,1,True
3124,0,0,True
10988,1,0,False
22020,0,1,False
22258,1,1,True
11439,1,0,False
12174,1,0,False
22142,0,1,False
18239,1,1,True
15051,1,1,True
22222,1,1,True
15177,1,1,True
4775,0,0,True
11994,0,0,True
16639,0,1,False
16709,1,1,True
2887,0,0,True
24605,0,1,False
23996,0,1,False
18066,1,1,True
12650,0,1,False
19831,1,1,True
14221,0,1,False
22728,0,1,False
5138,1,0,False
13485,1,1,True
18129,1,1,True
10601,0,0,True
7369,0,0,True
8564,0,0,True
22539,1,1,True
12828,0,1,False
18610,1,1,True
19540,0,1,False
23334,1,1,True
7837,1,0,False
2278,1,0,False
4558,0,0,True
20579,0,1,False
6714,1,0,False
23447,0,1,False
13691,1,1,True
21314,0,1,False
3922,0,0,True
8620,0,0,True
12561,0,1,False
15086,1,1,True
4123,0,0,True
2025,1,0,False
15568,0,1,False
11046,1,0,False
4855,1,0,False
6618,1,0,False
18875,0,1,False
19254,0,1,False
2316,0,0,True
5195,1,0,False
535,0,0,True
13055,0,1,False
20082,1,1,True
13246,0,1,False
16108,0,1,False
16322,1,1,True
137,1,0,False
19648,0,1,False
15574,0,1,False
9341,1,0,False
19256,0,1,False
5368,0,0,True
12306,0,0,True
10847,1,0,False
6146,1,0,False
17639,0,1,False
19027,0,1,False
20993,0,1,False
15488,1,1,True
17668,0,1,False
19869,1,1,True
20714,0,1,False
4913,1,0,False
23823,0,1,False
21499,1,1,True
15362,0,1,False
9274,0,0,True
5966,0,0,True
8213,1,0,False
15171,1,1,True
6417,1,0,False
22713,1,1,True
7092,1,0,False
1691,0,0,True
17703,1,1,True
12613,0,1,False
22451,1,1,True
8836,1,0,False
15258,0,1,False
22949,1,1,True
15216,0,1,False
9170,1,0,False
17043,0,1,False
18597,1,1,True
4502,0,0,True
11499,0,0,True
19696,0,1,False
21830,0,1,False
10018,1,0,False
6587,0,0,True
4307,1,0,False
4825,1,0,False
12984,1,1,True
19412,0,1,False
21211,1,1,True
24390,0,1,False
1818,0,0,True
14975,1,1,True
6813,1,0,False
22308,1,1,True
3501,0,0,True
7679,0,0,True
22224,0,1,False
18343,0,1,False
16285,1,1,True
18238,0,1,False
9810,0,0,True
20224,1,1,True
9417,0,0,True
5122,0,0,True
885,0,0,True
15160,0,1,False
6791,1,0,False
7070,1,0,False
6186,1,0,False
6006,1,0,False
13472,0,1,False
7525,1,0,False
12206,0,0,True
894,1,0,False
17002,1,1,True
14439,0,1,False
13427,1,1,True
13120,1,1,True
22100,1,1,True
18421,1,1,True
17866,0,1,False
2479,0,0,True
13502,0,1,False
16679,1,1,True
941,0,0,True
14683,0,1,False
21713,0,1,False
7707,1,0,False
20206,1,1,True
23319,1,1,True
17111,1,1,True
3023,0,0,True
2998,1,0,False
13258,1,1,True
21942,0,1,False
24690,1,1,True
9246,1,0,False
11870,1,0,False
21608,1,1,True
6491,1,0,False
6953,0,0,True
11648,0,0,True
12294,1,0,False
13363,0,1,False
9726,1,0,False
20801,0,1,False
2957,0,0,True
856,1,0,False
23218,0,1,False
2429,0,0,True
22617,0,1,False
6021,1,0,False
13840,0,1,False
4306,1,0,False
20435,1,1,True
20023,0,1,False
21316,1,1,True
11281,1,0,False
16248,1,1,True
7945,1,0,False
17712,0,1,False
18270,1,1,True
6209,1,0,False
7147,0,0,True
17739,0,1,False
1600,0,0,True
22204,0,1,False
3751,0,0,True
7779,1,0,False
18495,0,1,False
7677,0,0,True
15135,1,1,True
15389,1,1,True
15964,0,1,False
2183,0,0,True
6217,0,0,True
23963,1,1,True
19151,0,1,False
8760,0,0,True
8160,0,0,True
2528,1,0,False
13203,0,1,False
15735,0,1,False
20623,0,1,False
15589,0,1,False
12542,1,1,True
19514,1,1,True
1718,0,0,True
10866,1,0,False
21175,1,1,True
8926,1,0,False
18856,0,1,False
12463,0,0,True
21116,0,1,False
22701,1,1,True
7582,1,0,False
5096,1,0,False
12983,0,1,False
24291,0,1,False
20569,0,1,False
23423,0,1,False
23118,0,1,False
8803,0,0,True
165,0,0,True
15185,0,1,False
20169,1,1,True
18561,0,1,False
23820,1,1,True
177,1,0,False
17190,1,1,True
12454,1,0,False
20599,0,1,False
11697,1,0,False
5210,0,0,True
19976,0,1,False
2392,1,0,False
17600,1,1,True
15348,0,1,False
5484,1,0,False
16167,1,1,True
709,0,0,True
7728,0,0,True
4435,1,0,False
9114,0,0,True
23693,1,1,True
22716,1,1,True
9200,0,0,True
17749,0,1,False
9316,0,0,True
11535,1,0,False
2790,0,0,True
14476,0,1,False
11250,0,0,True
20521,1,1,True
2033,0,0,True
10230,0,0,True
15102,1,1,True
9242,1,0,False
13339,0,1,False
14911,0,1,False
21384,1,1,True
21430,1,1,True
486,1,0,False
2883,1,0,False
23098,0,1,False
6241,0,0,True
9382,1,0,False
2964,1,0,False
7129,0,0,True
23964,0,1,False
9759,1,0,False
20354,1,1,True
1645,0,0,True
9115,1,0,False
12102,1,0,False
934,0,0,True
17064,0,1,False
17517,0,1,False
8916,0,0,True
22225,1,1,True
14842,1,1,True
15963,1,1,True
24771,1,1,True
16183,1,1,True
6858,1,0,False
1722,1,0,False
17098,1,1,True
18151,1,1,True
18393,0,1,False
19220,0,1,False
22573,1,1,True
4356,1,0,False
21117,0,1,False
7300,1,0,False
7783,0,0,True
23019,0,1,False
21138,1,1,True
8059,1,0,False
20205,1,1,True
24517,1,1,True
4512,0,0,True
14340,1,1,True
24089,1,1,True
10830,0,0,True
16534,1,1,True
14950,1,1,True
278,1,0,False
169,0,0,True
7470,1,0,False
12486,1,0,False
22674,0,1,False
9671,0,0,True
15629,1,1,True
16677,0,1,False
23366,0,1,False
1155,0,0,True
24562,1,1,True
12344,0,0,True
1444,1,0,False
22162,1,1,True
19967,0,1,False
3977,0,0,True
19860,0,1,False
23352,1,1,True
8569,0,0,True
14153,1,1,True
9457,0,0,True
19905,0,1,False
18826,1,1,True
15464,1,1,True
15697,0,1,False
15139,0,1,False
2713,1,0,False
16485,1,1,True
9499,1,0,False
14876,1,1,True
22849,0,1,False
10599,0,0,True
17440,1,1,True
211,1,0,False
9448,1,0,False
13698,1,1,True
1541,0,0,True
15582,1,1,True
18173,0,1,False
9519,1,0,False
12038,0,0,True
9561,0,0,True
18920,0,1,False
13234,0,1,False
21678,0,1,False
1952,1,0,False
7409,0,0,True
12398,1,0,False
20574,1,1,True
17145,0,1,False
22260,1,1,True
19702,1,1,True
5449,1,0,False
15770,1,1,True
6664,0,0,True
24666,1,1,True
7274,0,0,True
10680,1,0,False
3172,1,0,False
4195,1,0,False
11796,1,0,False
639,0,0,True
1442,1,0,False
17207,1,1,True
17162,0,1,False
24451,0,1,False
139,0,0,True
13844,0,1,False
17737,0,1,False
17013,0,1,False
3728,1,0,False
12441,1,0,False
17686,1,1,True
24483,1,1,True
15533,1,1,True
22614,0,1,False
16,0,0,True
14264,0,1,False
8080,1,0,False
23350,0,1,False
15044,0,1,False
19945,0,1,False
3886,0,0,True
5492,1,0,False
22455,0,1,False
4617,0,0,True
14900,1,1,True
21243,0,1,False
21052,1,1,True
22302,1,1,True
3359,1,0,False
6798,0,0,True
2634,0,0,True
5851,0,0,True
3502,1,0,False
22833,0,1,False
3475,1,0,False
18691,1,1,True
4375,1,0,False
11588,0,0,True
13595,0,1,False
20676,0,1,False
17174,1,1,True
4654,0,0,True
13515,1,1,True
16439,0,1,False
23204,1,1,True
6769,0,0,True
4304,0,0,True
6311,1,0,False
19238,0,1,False
10430,1,0,False
11873,0,0,True
6765,0,0,True
14348,1,1,True
6448,1,0,False
7171,1,0,False
10542,1,0,False
18062,1,1,True
10376,0,0,True
23995,0,1,False
13952,0,1,False
3969,1,0,False
658,1,0,False
11366,0,0,True
13080,0,1,False
2656,1,0,False
2928,0,0,True
21382,0,1,False
9433,1,0,False
21212,0,1,False
18694,0,1,False
14649,0,1,False
13888,1,1,True
15758,1,1,True
8687,1,0,False
12721,1,1,True
11175,1,0,False
222,1,0,False
20276,1,1,True
14301,0,1,False
11137,0,0,True
2916,0,0,True
14023,1,1,True
12428,1,0,False
24080,0,1,False
22009,0,1,False
3021,1,0,False
16684,0,1,False
13425,0,1,False
23953,1,1,True
17775,1,1,True
2707,0,0,True
23874,0,1,False
19731,1,1,True
12780,0,1,False
18211,0,1,False
3936,0,0,True
16805,0,1,False
15998,1,1,True
6536,0,0,True
24731,1,1,True
12403,1,0,False
18594,1,1,True
1088,0,0,True
9169,1,0,False
14736,1,1,True
16905,1,1,True
13450,0,1,False
22385,1,1,True
8056,0,0,True
1669,1,0,False
23492,0,1,False
10832,0,0,True
22655,0,1,False
4161,0,0,True
23290,0,1,False
22354,1,1,True
17569,0,1,False
13791,1,1,True
1611,0,0,True
20458,1,1,True
20726,1,1,True
21317,0,1,False
4408,0,0,True
10593,1,0,False
2000,1,0,False
4833,0,0,True
19496,1,1,True
1239,0,0,True
1758,0,0,True
22029,1,1,True
7645,0,0,True
23286,1,1,True
4801,1,0,False
463,1,0,False
6930,1,0,False
21325,0,1,False
1763,0,0,True
4943,0,0,True
12674,0,1,False
11164,0,0,True
14220,0,1,False
8445,0,0,True
11336,0,0,True
12510,0,1,False
16088,0,1,False
16803,1,1,True
7042,0,0,True
3378,0,0,True
20674,1,1,True
15112,0,1,False
20057,0,1,False
17486,0,1,False
9771,1,0,False
22596,1,1,True
3273,1,0,False
11583,1,0,False
23946,1,1,True
5296,0,0,True
13403,0,1,False
15945,1,1,True
18956,0,1,False
20275,0,1,False
21704,1,1,True
18712,1,1,True
5993,0,0,True
15595,1,1,True
591,0,0,True
20695,0,1,False
17020,0,1,False
20446,1,1,True
10232,1,0,False
15486,1,1,True
7310,1,0,False
10519,1,0,False
7443,1,0,False
15489,0,1,False
246,1,0,False
6442,0,0,True
18370,0,1,False
6240,1,0,False
1769,1,0,False
22574,0,1,False
1958,1,0,False
16311,1,1,True
11630,0,0,True
2236,0,0,True
11292,1,0,False
7025,0,0,True
5205,1,0,False
6909,0,0,True
2882,0,0,True
2344,0,0,True
5830,1,0,False
68,0,0,True
10467,1,0,False
11092,0,0,True
9800,0,0,True
22565,0,1,False
3909,0,0,True
1096,0,0,True
12573,1,1,True
6581,1,0,False
20893,0,1,False
16520,1,1,True
21530,1,1,True
19604,1,1,True
22622,0,1,False
10300,0,0,True
10643,1,0,False
1156,1,0,False
20628,1,1,True
8218,0,0,True
24706,0,1,False
1766,0,0,True
21703,1,1,True
12625,0,1,False
12639,1,1,True
43,1,0,False
14203,1,1,True
10683,0,0,True
2806,1,0,False
13047,0,1,False
20043,0,1,False
21097,1,1,True
24104,0,1,False
21439,1,1,True
18136,0,1,False
17508,1,1,True
10548,0,0,True
23676,0,1,False
6374,0,0,True
24459,1,1,True
16979,1,1,True
2148,0,0,True
12741,1,1,True
6041,0,0,True
8388,1,0,False
4087,0,0,True
4823,1,0,False
3816,1,0,False
22888,1,1,True
20538,0,1,False
17150,1,1,True
1057,0,0,True
6158,1,0,False
16794,1,1,True
11915,0,0,True
15797,0,1,False
23625,1,1,True
7054,1,0,False
23002,1,1,True
1420,1,0,False
8663,1,0,False
9123,0,0,True
21172,1,1,True
24954,1,1,True
6231,1,0,False
10083,1,0,False
24620,1,1,True
20040,0,1,False
17355,0,1,False
2427,1,0,False
10260,1,0,False
7713,1,0,False
20083,0,1,False
9396,1,0,False
18886,1,1,True
10045,1,0,False
24137,0,1,False
24907,1,1,True
1711,0,0,True
21969,0,1,False
190,0,0,True
16788,0,1,False
14099,0,1,False
10590,0,0,True
8212,0,0,True
19394,0,1,False
2283,1,0,False
2663,0,0,True
22562,0,1,False
20149,1,1,True
8552,1,0,False
12895,0,1,False
1628,0,0,True
23220,0,1,False
13965,1,1,True
1033,0,0,True
15371,1,1,True
1229,0,0,True
11087,0,0,True
13178,0,1,False
13409,0,1,False
12512,1,1,True
8572,1,0,False
8854,0,0,True
6594,0,0,True
1857,0,0,True
21418,1,1,True
3306,1,0,False
12558,1,1,True
8645,1,0,False
7241,1,0,False
12026,0,0,True
10389,0,0,True
5213,1,0,False
17596,1,1,True
17747,0,1,False
18473,0,1,False
11566,0,0,True
8479,0,0,True
2082,1,0,False
9125,0,0,True
13862,1,1,True
4176,1,0,False
21105,1,1,True
5114,0,0,True
13093,1,1,True
6983,1,0,False
14912,1,1,True
5366,0,0,True
13717,0,1,False
24674,1,1,True
9617,0,0,True
10621,0,0,True
8551,0,0,True
5714,0,0,True
6989,0,0,True
793,0,0,True
9369,1,0,False
3479,1,0,False
5630,0,0,True
10443,0,0,True
1109,1,0,False
59,0,0,True
15350,1,1,True
24476,0,1,False
1978,0,0,True
22303,0,1,False
8470,1,0,False
7982,1,0,False
17177,0,1,False
2953,1,0,False
21434,1,1,True
3914,1,0,False
8655,1,0,False
15996,1,1,True
23111,1,1,True
9014,0,0,True
864,1,0,False
18895,1,1,True
18605,0,1,False
6095,0,0,True
3538,1,0,False
21355,1,1,True
4037,1,0,False
745,0,0,True
4616,0,0,True
10670,1,0,False
2529,1,0,False
1794,1,0,False
1581,0,0,True
7694,0,0,True
5729,1,0,False
10269,1,0,False
8191,1,0,False
546,0,0,True
23810,1,1,True
16836,0,1,False
13936,0,1,False
13823,1,1,True
17730,0,1,False
7660,1,0,False
14225,1,1,True
21424,1,1,True
20834,0,1,False
22714,0,1,False
19262,1,1,True
23828,0,1,False
6906,1,0,False
14913,1,1,True
21360,1,1,True
13558,1,1,True
12840,1,1,True
17604,0,1,False
8689,0,0,True
14393,1,1,True
7528,1,0,False
24531,0,1,False
17621,0,1,False
21603,0,1,False
9218,1,0,False
7533,1,0,False
5963,1,0,False
24869,0,1,False
11444,0,0,True
10705,1,0,False
17539,1,1,True
6250,0,0,True
5679,0,0,True
12656,0,1,False
13530,1,1,True
12603,0,1,False
11026,1,0,False
14043,0,1,False
14991,1,1,True
19101,0,1,False
8435,1,0,False
19002,1,1,True
1472,0,0,True
2122,0,0,True
3073,0,0,True
19685,1,1,True
5597,1,0,False
21656,1,1,True
18230,0,1,False
5455,1,0,False
9871,0,0,True
6235,1,0,False
15903,0,1,False
13114,1,1,True
21419,0,1,False
4778,1,0,False
191,0,0,True
14927,0,1,False
23721,0,1,False
13617,1,1,True
10698,0,0,True
58,0,0,True
2128,0,0,True
20227,1,1,True
17291,1,1,True
3418,1,0,False
10812,1,0,False
3935,0,0,True
19771,1,1,True
12431,1,0,False
20267,1,1,True
23179,0,1,False
7993,0,0,True
19336,0,1,False
21831,0,1,False
24095,1,1,True
21493,0,1,False
9611,1,0,False
0,0,0,True
20752,1,1,True
3291,0,0,True
23817,1,1,True
23885,0,1,False
15466,1,1,True
5781,1,0,False
6178,1,0,False
11258,0,0,True
23673,1,1,True
1154,1,0,False
10928,1,0,False
15960,1,1,True
17797,0,1,False
17582,0,1,False
2289,1,0,False
17217,0,1,False
21536,0,1,False
6057,1,0,False
10724,1,0,False
16952,1,1,True
2060,0,0,True
23269,1,1,True
21982,1,1,True
11993,0,0,True
22347,0,1,False
5395,0,0,True
6396,0,0,True
17727,1,1,True
9327,1,0,False
17685,0,1,False
6492,0,0,True
6055,1,0,False
7246,0,0,True
24034,0,1,False
1702,0,0,True
9126,1,0,False
757,0,0,True
3048,0,0,True
6702,1,0,False
15200,1,1,True
4898,0,0,True
11252,1,0,False
11851,0,0,True
15195,0,1,False
22198,0,1,False
4164,1,0,False
3035,0,0,True
12710,1,1,True
21545,0,1,False
1299,0,0,True
18825,0,1,False
9564,0,0,True
21975,0,1,False
22993,0,1,False
9920,1,0,False
23153,0,1,False
15484,0,1,False
8625,1,0,False
21686,1,1,True
7414,0,0,True
17094,1,1,True
8425,0,0,True
11286,0,0,True
10050,1,0,False
23639,1,1,True
18686,0,1,False
9769,1,0,False
5558,1,0,False
11884,0,0,True
20123,0,1,False
2507,1,0,False
1486,0,0,True
22490,0,1,False
1363,0,0,True
16751,1,1,True
9902,0,0,True
13893,0,1,False
2705,1,0,False
21833,1,1,True
20278,0,1,False
19239,0,1,False
9754,1,0,False
7367,1,0,False
12313,0,0,True
21873,0,1,False
21168,1,1,True
13420,1,1,True
17241,1,1,True
7268,1,0,False
12326,0,0,True
5415,0,0,True
21089,0,1,False
906,1,0,False
6172,0,0,True
20910,1,1,True
24396,1,1,True
21201,1,1,True
6706,0,0,True
2484,0,0,True
10932,0,0,True
24607,1,1,True
14791,1,1,True
19628,1,1,True
4910,1,0,False
23560,1,1,True
1282,1,0,False
1469,1,0,False
12882,0,1,False
2132,1,0,False
6486,0,0,True
9989,0,0,True
16510,1,1,True
16718,1,1,True
20064,0,1,False
2947,0,0,True
15290,1,1,True
21763,0,1,False
5546,0,0,True
2096,0,0,True
24722,0,1,False
1182,1,0,False
2220,0,0,True
24077,0,1,False
7829,1,0,False
16782,0,1,False
5656,0,0,True
2210,1,0,False
12025,0,0,True
9398,0,0,True
20829,0,1,False
24589,0,1,False
5217,0,0,True
10310,0,0,True
20355,0,1,False
11032,0,0,True
11068,0,0,True
2698,1,0,False
3480,0,0,True
10277,0,0,True
21841,0,1,False
4167,1,0,False
24705,0,1,False
6031,0,0,True
21629,1,1,True
24382,0,1,False
22175,1,1,True
12922,0,1,False
3827,1,0,False
5607,1,0,False
23987,1,1,True
23833,0,1,False
1796,1,0,False
8363,0,0,True
13937,1,1,True
16471,0,1,False
1892,1,0,False
8509,0,0,True
11348,1,0,False
9993,1,0,False
7873,1,0,False
5380,0,0,True
13770,1,1,True
7557,1,0,False
9411,0,0,True
6082,0,0,True
23042,0,1,False
2198,1,0,False
19466,0,1,False
23557,0,1,False
7028,0,0,True
10710,1,0,False
3343,0,0,True
14410,1,1,True
10831,1,0,False
10158,0,0,True
779,1,0,False
20919,0,1,False
10162,1,0,False
21879,0,1,False
10569,1,0,False
4574,0,0,True
13413,0,1,False
10859,1,0,False
14977,1,1,True
22397,0,1,False
23522,1,1,True
12197,0,0,True
4612,1,0,False
16435,1,1,True
11443,1,0,False
14993,1,1,True
18690,1,1,True
18467,1,1,True
9703,1,0,False
18055,0,1,False
18544,1,1,True
1103,1,0,False
21223,0,1,False
4218,0,0,True
7138,1,0,False
19610,1,1,True
18536,0,1,False
17824,1,1,True
17537,0,1,False
7823,0,0,True
5175,1,0,False
774,0,0,True
23738,1,1,True
14210,1,1,True
543,1,0,False
181,1,0,False
22810,0,1,False
5846,0,0,True
23339,1,1,True
3012,1,0,False
5162,0,0,True
12099,0,0,True
973,0,0,True
8452,0,0,True
12808,1,1,True
14836,1,1,True
18456,1,1,True
18681,1,1,True
6526,0,0,True
3461,1,0,False
24321,1,1,True
2121,0,0,True
10507,0,0,True
23498,0,1,False
24381,1,1,True
12622,0,1,False
16200,0,1,False
11395,0,0,True
13123,0,1,False
11165,1,0,False
24141,0,1,False
13145,0,1,False
1467,0,0,True
20381,0,1,False
13239,1,1,True
7306,0,0,True
6504,0,0,True
15008,1,1,True
3152,1,0,False
9848,0,0,True
5360,1,0,False
2261,0,0,True
1592,1,0,False
2076,1,0,False
10828,0,0,True
20071,0,1,False
4393,0,0,True
9762,1,0,False
11817,1,0,False
11100,0,0,True
23112,0,1,False
20985,0,1,False
20618,0,1,False
7037,1,0,False
15690,0,1,False
1625,1,0,False
13030,0,1,False
23780,1,1,True
13912,1,1,True
4956,1,0,False
16698,1,1,True
6008,1,0,False
9069,0,0,True
3895,0,0,True
8367,1,0,False
20031,1,1,True
21098,1,1,True
19044,1,1,True
22482,0,1,False
9559,0,0,True
9965,1,0,False
16086,1,1,True
18877,1,1,True
14310,0,1,False
23508,1,1,True
13166,0,1,False
6583,0,0,True
6389,1,0,False
10639,1,0,False
19199,0,1,False
21563,0,1,False
17850,0,1,False
18666,0,1,False
12772,1,1,True
2597,1,0,False
7979,1,0,False
7546,0,0,True
3038,1,0,False
22110,1,1,True
19914,0,1,False
21891,1,1,True
580,0,0,True
10995,0,0,True
16220,0,1,False
3894,0,0,True
17226,1,1,True
22136,0,1,False
15191,0,1,False
24959,0,1,False
8627,0,0,True
1140,1,0,False
11751,1,0,False
13486,0,1,False
23518,0,1,False
10561,0,0,True
22233,1,1,True
1698,0,0,True
12886,1,1,True
7392,0,0,True
17022,0,1,False
18481,0,1,False
5020,0,0,True
21088,0,1,False
622,1,0,False
3941,1,0,False
20127,1,1,True
1752,1,0,False
7917,0,0,True
13362,0,1,False
24463,0,1,False
22541,1,1,True
21643,1,1,True
14365,0,1,False
22896,0,1,False
3822,1,0,False
9676,0,0,True
8846,1,0,False
13667,0,1,False
11129,0,0,True
12072,0,0,True
21857,0,1,False
14732,0,1,False
2784,0,0,True
9792,0,0,True
255,0,0,True
420,0,0,True
9195,1,0,False
8812,1,0,False
14027,0,1,False
11952,0,0,True
16029,0,1,False
1697,1,0,False
5964,1,0,False
12951,1,1,True
5242,1,0,False
9890,1,0,False
13387,1,1,True
6270,1,0,False
6688,0,0,True
18018,1,1,True
16254,0,1,False
24512,1,1,True
12245,0,0,True
2770,1,0,False
3802,1,0,False
22702,0,1,False
3931,0,0,True
16656,1,1,True
6328,1,0,False
22078,1,1,True
12074,1,0,False
8235,1,0,False
6580,1,0,False
17713,1,1,True
1908,0,0,True
653,0,0,True
22947,1,1,True
21544,1,1,True
209,0,0,True
9255,1,0,False
5561,1,0,False
14548,0,1,False
17646,0,1,False
